usa_jagaha	vahAz/usa_jagaha
kqpA_pUrvaka	kqpayA/kqpApUrvaka/kqpA_pUrvaka/kqpA_karake/meharabAnI_karake
kahuz	kahIM/kahUz/kahuz/kahIM/kahUz/kahuz
nihAyawa	awyanwa/awyanwa/awyaXika/be-iMwahA/beiMwahA/bahuwa_aXika/bahuwa_hI/bepanAha/saKwa/saKwa/jamakara/mahA/nihAyawa/cUdAnwa/cUdAnwa/aByaXika/Agara
vicAriwawaH	soca-vicArakara/samaJa-bUJakara/vicArapUrvaka/soca-samaJakara/soca_vicAra_kara/samaJa_bUJa_kara/soca_samaJa_kara/vicAriwawaH
beJiJaka	nisafkoca/niHsafkoca/nissafkoca/beXadaka/safkocahInawaH/beJiJaka/beKataka/beKatake/behicaka
aXOrxXa	Upara-nIce/aXoraXa/aXorXa/aXOrxXa
sapawnIka	sapawnIka
awiSIGrawaH	Jatapata/catapata/PatAPata/wuranwa/wuranwa/wawkAla/avilamba/avilamba/POrana/POrana/KatAka_se/wawkRaNa/wadAka_se/wada_se/wapAka_se/awiSIGra/awiSIGrawaH/jalxa_se_jalxa/jalxI_se_jalxI/wada_se/hAWoM-hAWa/hAWoM_hAWa/hAWo-hAWa/hAWo_hAWa/Kata_se/Anana-PAnana_meM/AnanaPAnana_meM/siwAba/siwAbI/besAKwA/TahAkA/ikahAI/ikahAU
aBarama	niHsanxeha/nissanxeha/jarUra/jarUra/niHsanxeha/nissanxeha/nisanxeha/nisanxeha/binA_Saka/beSaka/bilkula/bilakula/yakInana/yakInana/avaSyameva/avaSya/alabawwA/bilASaka/aBarama/vASiMxA/bASiMxA/avasi/aviwarkika/asaMSaya/niSciwawaH/ikafka
viSvAsapUrvaka	viSvAsa_ke_sAWa/viSvasanIyawA_se/viSvAsapUrvaka
AjU-bAjU	Asa-pAsa/AsapAsa/agala-bagala/agala-bagala/AjU-bAjU/irxa-girxa/adosa-padosa/pAsa-padosa/pAsa_padosa
wirapata	wiraCA/wiryaka/AdA/teDA/bAzkA/wirapata
PilahAla	PilahAla/PilahAla/aba/varwamAna_meM/Aja-kala/Ajakala/Aja_kala/AjakAla/ina_xinoM/isa_samaya/samprawi/aBI/PilahAla/PilahAla/isa_samaya/aba/aWa/aXunA/samprawi/samprawi/aBU/aBE
wale	wale/nIce
apekRAkqwa	apekRAkqwa/wulanA_meM/apekRayA/mukAbale/mukAbale/banisbawa/se
vApasa_se	xubArA/xobArA/Pira/Pira_se/punaH/eka_bAra_Pira/vApasa_se
prawiSawa	prawiSawa/PIsaxI/PIsaxI/paraseMta
bahuXA	prAyaH/akasara/aksara/aXikawara/aXikAMSawaH/jyAxAwara/bahuXA/AmawOra_para/AmawOra_se/aXikAMSawayA/prAyaSaH/anekaXA
niHsanxeha	niHsanxeha/nissanxeha/jarUra/jarUra/niHsanxeha/nissanxeha/nisanxeha/nisanxeha/binA_Saka/beSaka/bilkula/bilakula/yakInana/yakInana/avaSyameva/avaSya/alabawwA/bilASaka/aBarama/vASiMxA/bASiMxA/avasi/aviwarkika/asaMSaya/niSciwawaH/ikafka
PatAPata	Jatapata/catapata/PatAPata/wuranwa/wuranwa/wawkAla/avilamba/avilamba/POrana/POrana/KatAka_se/wawkRaNa/wadAka_se/wada_se/wapAka_se/awiSIGra/awiSIGrawaH/jalxa_se_jalxa/jalxI_se_jalxI/wada_se/hAWoM-hAWa/hAWoM_hAWa/hAWo-hAWa/hAWo_hAWa/Kata_se/Anana-PAnana_meM/AnanaPAnana_meM/siwAba/siwAbI/besAKwA/TahAkA/ikahAI/ikahAU
kahIM	kahIM/kahUz/kahuz/kahIM/kahUz/kahuz/kahIM
XyAnahInawaH	asAvaXAnawaH/asAvaXAnI_se/XyAnahInawaH/lAparavAhI_se
kramaSaH	kramaSaH/kramAnusAra/yaWAkrama/silasilevAra/bArI-bArI_se/kramavAra/warawIbavAra/ayugapaxa/alpaSaH
joraxAra	kasakara/joraxAra/weja/weja/wIvra/wejI_se/jora_se/wejI_se/jora_se/wIvrawA_se
Ahiswe_se	XIre/XIme/hOle/Ahiswe/AhiswA/Ahiswe_se/AhiswA_se/Asawe/Aswe
KuxabaKuxa	svawaH/apaneApa/Kuxa-ba-Kuxa/KuxabaKuxa/Kuxa-ba-Kuxa/KuxabaKuxa
raFcamAwra	nAmamAwra/leSamAwra/raFcamAwra/WodA_sA
waxauparAnwa	wawapaScAwa/waxananwara/waxauparAnwa/waxoparAnwa/waxanwara/waxananwara/waxuparAnwa/waxuparAnwa/waxoparAnwa/waxoparAnwa/waxanwara
usI_waraha	vEse/vEsA/usI_waraha/usa_waraha/iva
TahAkA	Jatapata/catapata/PatAPata/wuranwa/wuranwa/wawkAla/avilamba/avilamba/POrana/POrana/KatAka_se/wawkRaNa/wadAka_se/wada_se/wapAka_se/awiSIGra/awiSIGrawaH/jalxa_se_jalxa/jalxI_se_jalxI/wada_se/hAWoM-hAWa/hAWoM_hAWa/hAWo-hAWa/hAWo_hAWa/Kata_se/Anana-PAnana_meM/AnanaPAnana_meM/siwAba/siwAbI/besAKwA/TahAkA/ikahAI/ikahAU
mUlawaH	mUlawaH
abalaga	aba_waka/aBI_waka/Aja_waka/abawaka/aBIwaka/Ajawaka/ajahuz/ajahUz/ajo/ajOM/abalaga
punaH	xubArA/xobArA/Pira/Pira_se/punaH/eka_bAra_Pira/vApasa_se
jIvanaBara	mqwyuparyanwa/AjIvana/wAumra/umraBara/jiMxagIBara/jiMxagIBara/jIvanaBara/AmaraNa/anwima_xama_waka/Ajanma/jIvanaparyanwa/jIvanaBara
IMGe	yahAz/isa_jagaha/iwaH/iwa/iha/ihAz/ihavAz/IMGe/IhAz
waba	waba/usa_samaya/usa_vakwa/waba
Ara-pAra	Ara-pAra/ArapAra
Kuxa	svayaM/svawaH/Kuxa/Kuxa/Apa/ApahI/apaneApa/Kuxa_hI/sAkRAw/sAkRAwa/asAlawana/AparUpa
wiraCA	wiraCA/wiryaka/AdA/teDA/bAzkA/wirapata
mukAbale	apekRAkqwa/wulanA_meM/apekRayA/mukAbale/mukAbale/banisbawa/se
iwwaPAkana	acAnaka/ekAeka/sahasA/ekabAragI/ikabAragI/yakAyaka/akasmAwa/akasmAw/anAyAsa/xEvAw/xEvavaSa/Ocaka/aprawyASiwawaH/ApAwawaH/aFcakEM/agawyA/acaka/acAFcaka/acAkA/acAka/acAna/anAgawaH/anyAsa/nAgahAz/AcAna/ikahAI/ikahAU/iwwiPAkana/iwwiPAkana/iwwaPAkana/iwwaPAkana/ucakA/Ocaka/saMyogavaSa/iwwiPAkana/iwwiPAkana/iwwaPAkana/iwwaPAkana/saMyogavaSAw
nOgunA	nOgunA/navagunA
rima-Jima	rimaJima/rimaJima-rimaJima/rima-Jima
hasbemAmUla	hasbemAmUla/hasbe-mAmUla/hasba-e-mAmUla/hameSA_kI_waraha
aXo_xiSA_meM	nIce/aXaH/nimnawaH/aXo_xiSA_meM
AKana	prawikRaNa/pala_pala/pala-pala/prawipala/hara_kRaNa/kRaNa-kRaNa/haraGadI/hara_GadI/prawi_kRaNa/kRaNakRaNa/anukRaNa/CinaCina/Cina-Cina/AKana
xuganA	xugunA/xUnA/xogunA/xuganA/xviguNa/xviguNiwa
Kule-Ama	KuleAma/Kulakara/sareAma/sare-Ama/Kule-Ama/Kullama-KullA/KullamaKullA/dafke_kI_cota_para/sare_Ama/agupwawaH
vyarWa	vyarWa/PajUla/PijUla/PijUla/anerA/yoM_hI/vqWA/apArWa/bAxa-havAI/bAxahavAI/ahewu/ahewuka/aviraWA
xina-para-xina	xina-prawixina/xina-xina/xina-para-xina/xina-baxina/xina-ba_xina/xinaprawixina/xinaxina/xinabaxina/xinoM-xina/xinoMxina
acira	jalxI/SIGra/SIGrawaH/avilambawaH/jalxa/acira/wUrNa/SiwAba/begi/avalambiwa/avalambiwa/jalxI_se/ASu/avilambiwa/avilambiwa
bAXArahiwa	nirbAXa/bAXArahiwa/akaNtaka
ukurU	ukadUz/ukadU/ukadUz/ukadU/ukurU
jalxI_se_jalxI	Jatapata/catapata/PatAPata/wuranwa/wuranwa/wawkAla/avilamba/avilamba/POrana/POrana/KatAka_se/wawkRaNa/wadAka_se/wada_se/wapAka_se/awiSIGra/awiSIGrawaH/jalxa_se_jalxa/jalxI_se_jalxI/wada_se/hAWoM-hAWa/hAWoM_hAWa/hAWo-hAWa/hAWo_hAWa/Kata_se/Anana-PAnana_meM/AnanaPAnana_meM/siwAba/siwAbI/besAKwA/TahAkA/ikahAI/ikahAU
varwamAna_meM	PilahAla/PilahAla/aba/varwamAna_meM/Aja-kala/Ajakala/Aja_kala/AjakAla/ina_xinoM/isa_samaya/samprawi
sahI-salAmawa	sakuSala/kuSalawApUrvaka/kuSalapUrvaka/sahI_salAmawa/sahI-salAmawa/TIka-TAka/TIka_se/TIka-TAka_se/TIkaTAka/baKEra/baKEra/baKErIya/baKErIyawa/surakRiwawaH
baxaswUra	niyamiwawaH/niyama_se/niyamAnusAra/baxaswUra/paramparAnusAra/baxaswUra
iwarewara	paraspara/Apasa_meM/eka_xUsare_se/iwarewara
jabaraxaswI	balapUrvaka/barabasa/jabaraxaswI/jabaraxaswI/jabarana/jabarana/barajorI
Jatake_se	Jatake_se/Jatake_ke_sAWa
apaneApa	svayaM/svawaH/Kuxa/Kuxa/Apa/ApahI/apaneApa/Kuxa_hI/sAkRAw/sAkRAwa/asAlawana/AparUpa/svawaH/apaneApa/Kuxa-ba-Kuxa/KuxabaKuxa/Kuxa-ba-Kuxa/KuxabaKuxa
bewarawIba	wiwara-biwara/aswa-vyaswa/Cinna-Binna/bewarawIba/aswavyaswa/_avyavasWiwa
KAlI	akelA/akele/kevala/sirPa/mAwra/KAlI/KAlI/basa/nipata/mahaja/sirPa/wanhA/wanahA/ekAkI/ekameva/ekafga/ikelA
aSiRtawaH	asaByawaH/aSiRtawaH/SiRtAcArahInawaH
pahale_se_hI	pahale_se/pUrvawaH/pahale_se_hI
najIka	pAsa_meM/najaxIka/najaxIka/nikata_meM/karIba_meM/samIpa/nikata/pAsa/karIba/karIba/sannikata/najIka/muwwasila/arvAka/avixUra/Are/AsapAsa/Asa-pAsa
KAsawOra_se	viSeRakara/KAsakara/KAsa_wOra_para/KAsa_wOra_se/KAsawOra_para/KAsawOra_se/KAsawOra_para/KAsawOra_se/KAsakara/viSeRawaH/viSiRtawaH/muKyawaH/viSeRa_rUpa_se
paryApwa	paryApwa/kAPI/kAPI/yaWeRta/alam/alaM
jagaha-jagaha_para	jagaha-jagaha_para
BI	BI/BI
sirPa	akelA/akele/kevala/sirPa/mAwra/KAlI/KAlI/basa/nipata/mahaja/sirPa/wanhA/wanahA/ekAkI/ekameva/ekafga/ikelA
pUrNarupeNa	bilkula/bilakula/ekaxama/nipata/sarAsara/TIka/niwAnwa/niwAnwa/pUrNawaH/pUrI_waraha_se/pUrNawayA/sampUrNawaH/sampUrNawayA/pUrNarupeNa/AmUlacUla/Sawa-prawiSawa
barajorI	balapUrvaka/barabasa/jabaraxaswI/jabaraxaswI/jabarana/jabarana/barajorI
wUrNa	jalxI/SIGra/SIGrawaH/avilambawaH/jalxa/acira/wUrNa/SiwAba/begi/avalambiwa/avalambiwa/jalxI_se/ASu/avilambiwa/avilambiwa
WodA_WodA	alpawaH/WodA-WodA/WodA_WodA/alpaSaH
kRamawAnusAra	yaWASakwi/Barasaka/yaWAsAXya/yaWAsamBava/kRamawAnusAra/yaWAkRama
uxvignawApUrvaka	ciMwiwawaH/uxvignawaH/uxvignawApUrvaka
bina_mAzge	binamAzge/bina_mAzge/anamAzge/ayAciwawaH
karIbana	anxAjana/anxAjana/anxAjana/anxAjana/lagaBaga/wakarIbana/wakarIbana/karIba/karIba/karIbakarIba/karIbana/karIbakarIba/karIbana/anumAnawaH/anakarIba/anakarIba/waKamInana/anxAja_se/ukavAz
aBIwaka	aba_waka/aBI_waka/Aja_waka/abawaka/aBIwaka/Ajawaka/ajahuz/ajahUz/ajo/ajOM/abalaga
yAciwawaH	mAzgakara/yAciwawaH
praWama	AramBa_meM/AramBawaH/AramBawaH/pahale/SurU_meM/praWama/Axi_meM/praWamawaH/sarvapraWama/pUrva/SuruAwa_meM/SuruvAwa_meM/AramBa_meM/prAramBa_meM
sareSAma	sareSAma
xinaprawixina	xina-prawixina/xina-xina/xina-para-xina/xina-baxina/xina-ba_xina/xinaprawixina/xinaxina/xinabaxina/xinoM-xina/xinoMxina
mqwyuparyanwa	mqwyuparyanwa/AjIvana/wAumra/umraBara/jiMxagIBara/jiMxagIBara/jIvanaBara/AmaraNa/anwima_xama_waka
bAzkA	wiraCA/wiryaka/AdA/teDA/bAzkA/wirapata
samUhawaH	samUhawaH/sAmUhika_rUpa_se
KAsa_wOra_para	viSeRakara/KAsakara/KAsa_wOra_para/KAsa_wOra_se/KAsawOra_para/KAsawOra_se/KAsawOra_para/KAsawOra_se/KAsakara/viSeRawaH/viSiRtawaH/muKyawaH/viSeRa_rUpa_se
arvAka	pAsa_meM/najaxIka/najaxIka/nikata_meM/karIba_meM/samIpa/nikata/pAsa/karIba/karIba/sannikata/najIka/muwwasila/arvAka/avixUra/Are/AsapAsa/Asa-pAsa/pICe/paScawaH/pACe/pqRTawaH/arvAka
AgepICe	AgepICe/Age_pICe/Age-pICe/pUrvApara
samprawi	PilahAla/PilahAla/aba/varwamAna_meM/Aja-kala/Ajakala/Aja_kala/AjakAla/ina_xinoM/isa_samaya/samprawi/aBI/PilahAla/PilahAla/isa_samaya/aba/aWa/aXunA/samprawi/samprawi/aBU/aBE
niwyaprawi	prawixina/haraxina/niwya/hararoja/roja/niwa/roja/rojAnA/rojAnA/anuxina/niwyaprawi/anuxivasa/aharaha
aspaRtawaH	aspaRtawaH/sanxigXawaH
SAnwa	cupacApa/cupa/mOna/SAnwa/SAnwa/KAmoSI_se/KAmoSI_se/niSSabxa/avAka/avAk/bina_bole/mOnawaH
anxAjana	anxAjana/anxAjana/anxAjana/anxAjana/lagaBaga/wakarIbana/wakarIbana/karIba/karIba/karIbakarIba/karIbana/karIbakarIba/karIbana/anumAnawaH/anakarIba/anakarIba/waKamInana/anxAja_se/ukavAz
acAnaka	acAnaka/ekAeka/sahasA/ekabAragI/ikabAragI/yakAyaka/akasmAwa/akasmAw/anAyAsa/xEvAw/xEvavaSa/Ocaka/aprawyASiwawaH/ApAwawaH/aFcakEM/agawyA/acaka/acAFcaka/acAkA/acAka/acAna/anAgawaH/anyAsa/nAgahAz/AcAna/ikahAI/ikahAU/iwwiPAkana/iwwiPAkana/iwwaPAkana/iwwaPAkana/ucakA/Ocaka
parAXInawaH	parAXInawaH/aXInawA_meM/paravaSawaH
karIbakarIba	anxAjana/anxAjana/anxAjana/anxAjana/lagaBaga/wakarIbana/wakarIbana/karIba/karIba/karIbakarIba/karIbana/karIbakarIba/karIbana/anumAnawaH/anakarIba/anakarIba/waKamInana/anxAja_se/ukavAz
BalIBAnwi	BalI-BAzwi/BalI_BAzwi/BarapUra/BalIBAzwi/BalI-BAnwi/BalI_BAnwi/BalIBAnwi/sarvawoBAva/acCI_waraha
peSa	peSa/hAjira/hAjira
iwaH	iXara/isa_ora/yahAz_para/iwaH/iwa/iwE/iwWe/yahAz/isa_jagaha/iwaH/iwa/iha/ihAz/ihavAz/IMGe/IhAz
subaha_savere	sabere/savere/subaha/wadake/subaha-subaha/subaha_savere
AkarNa	AkarNa
SOkiyA	SOkiyA
uwana	uXara/usa_ora/pare/uwa/uwana
pAsa_meM	pAsa_meM/najaxIka/najaxIka/nikata_meM/karIba_meM/samIpa/nikata/pAsa/karIba/karIba/sannikata/najIka/muwwasila/arvAka/avixUra/Are/AsapAsa/Asa-pAsa
BalI-BAzwi	BalI-BAzwi/BalI_BAzwi/BarapUra/BalIBAzwi/BalI-BAnwi/BalI_BAnwi/BalIBAnwi/sarvawoBAva/acCI_waraha
usI_samaya	waBI/waba_hI/usI_samaya/usI_GadI
bagatuta	bagaCuta/bagatuta
sarasarI	sarasarI
sAmAnyawayA	sAmAnyawaH/sAmAnyawayA/sAXAraNawaH/sAXAraNawayA/amUmana/umUmana
kAPI	bahuwa/KUba/KUba/badA/jyAxA/jyAxA/aXika/kAPI/kAPI/kadA/jamakara/datakara/paryApwa/kAPI/kAPI/yaWeRta/alam/alaM
waxananwara	wawapaScAwa/waxananwara/waxauparAnwa/waxoparAnwa/waxanwara/waxananwara/waxuparAnwa/waxuparAnwa/waxoparAnwa/waxoparAnwa/waxanwara
aba_waka	aba_waka/aBI_waka/Aja_waka/abawaka/aBIwaka/Ajawaka/ajahuz/ajahUz/ajo/ajOM/abalaga
aXaH	nIce/aXaH/nimnawaH/aXo_xiSA_meM
galawa_samaya_para	asamaya/bevakwa/bevakwa/galawa_samaya_para/galawa_samaya_para/bemOke
awyanwa	awyanwa/awyanwa/awyaXika/be-iMwahA/beiMwahA/bahuwa_aXika/bahuwa_hI/bepanAha/saKwa/saKwa/jamakara/mahA/nihAyawa/cUdAnwa/cUdAnwa/aByaXika/Agara
kqpA_kara_ke	xayApUrvaka/kqpA_kara_ke/kqpApUrvaka/xayA_se/barAe_meharabAnI
Age_kI_ora	Age-Age/Age_kI_ora/sabase_pahale
ukadUz	ukadUz/ukadU/ukadUz/ukadU/ukurU
waxanwara	wawapaScAwa/waxananwara/waxauparAnwa/waxoparAnwa/waxanwara/waxananwara/waxuparAnwa/waxuparAnwa/waxoparAnwa/waxoparAnwa/waxanwara
anwarjAnu	anwarjAnu/anwarjAnu
saxeha	saxeha/saSarIra
catapata	Jatapata/catapata/PatAPata/wuranwa/wuranwa/wawkAla/avilamba/avilamba/POrana/POrana/KatAka_se/wawkRaNa/wadAka_se/wada_se/wapAka_se/awiSIGra/awiSIGrawaH/jalxa_se_jalxa/jalxI_se_jalxI/wada_se/hAWoM-hAWa/hAWoM_hAWa/hAWo-hAWa/hAWo_hAWa/Kata_se/Anana-PAnana_meM/AnanaPAnana_meM/siwAba/siwAbI/besAKwA/TahAkA/ikahAI/ikahAU
AScaryapUrvaka	AScaryapUrvaka/savismaya/sAScarya
Kuxa_hI	svayaM/svawaH/Kuxa/Kuxa/Apa/ApahI/apaneApa/Kuxa_hI/sAkRAw/sAkRAwa/asAlawana/AparUpa
beiMwahA	awyanwa/awyanwa/awyaXika/be-iMwahA/beiMwahA/bahuwa_aXika/bahuwa_hI/bepanAha/saKwa/saKwa/jamakara/mahA/nihAyawa/cUdAnwa/cUdAnwa/aByaXika/Agara
samAnwara	samAnwara/samAnAnwara/samAnwara/samAnAnwara
hAWoM-hAWa	Jatapata/catapata/PatAPata/wuranwa/wuranwa/wawkAla/avilamba/avilamba/POrana/POrana/KatAka_se/wawkRaNa/wadAka_se/wada_se/wapAka_se/awiSIGra/awiSIGrawaH/jalxa_se_jalxa/jalxI_se_jalxI/wada_se/hAWoM-hAWa/hAWoM_hAWa/hAWo-hAWa/hAWo_hAWa/Kata_se/Anana-PAnana_meM/AnanaPAnana_meM/siwAba/siwAbI/besAKwA/TahAkA/ikahAI/ikahAU
kaTinawaH	kaTinAI_se/jEse_wEse/muSkila_se/bamuSkila/kaTinawaH/nITi
avirawa	lagAwAra/anavarawa/niranwara/niranwara/wAbadawoda/xanAxana/sawawa/XUAzXAra/ananwara/ananwara/avirAmawaH/aniSa/prawikRaNa/anukRaNa/XadAXada/avirawa/muwwasila/avicCinna/avicCexa/aviSrAnwa/aviSrAnwa/asarAra/aharaha/Asafga/Asafga/ikawAra
sarapata	sarapata
avalambiwa	jalxI/SIGra/SIGrawaH/avilambawaH/jalxa/acira/wUrNa/SiwAba/begi/avalambiwa/avalambiwa/jalxI_se/ASu/avilambiwa/avilambiwa
xarSanArWa	xarSanArWa
avilambiwa	jalxI/SIGra/SIGrawaH/avilambawaH/jalxa/acira/wUrNa/SiwAba/begi/avalambiwa/avalambiwa/jalxI_se/ASu/avilambiwa/avilambiwa
jAzca_paraKakara	jAzca_paraKakara/jAzca_paraKa_kara
amUmana	sAmAnyawaH/sAmAnyawayA/sAXAraNawaH/sAXAraNawayA/amUmana/umUmana
karInAvAra	warIke_se/warIke_se/warawIba_se/karIne_se/karIne_se/vyavasWApUrvaka/vyavasWiwawaH/karInAvAra/karInAvAra
ucakA	acAnaka/ekAeka/sahasA/ekabAragI/ikabAragI/yakAyaka/akasmAwa/akasmAw/anAyAsa/xEvAw/xEvavaSa/Ocaka/aprawyASiwawaH/ApAwawaH/aFcakEM/agawyA/acaka/acAFcaka/acAkA/acAka/acAna/anAgawaH/anyAsa/nAgahAz/AcAna/ikahAI/ikahAU/iwwiPAkana/iwwiPAkana/iwwaPAkana/iwwaPAkana/ucakA/Ocaka
pravAha_kI_ora	pravAha_kI_xiSA_meM/pravAha_kI_ora
aBimAnapUrvaka	aBimAnapUrvaka/aBimAna_se/sagarva/sABimAna
SAlInawaH	SiRtawaH/saByawaH/bAsaUra/SAlInawaH/SiRtAcArapUrvaka/salIke_se
yaxA-kaxA	kaBIkaBI/kaBIkaBAra/yaxAkaxA/kaBI-kaBI/kaBI-kaBAra/yaxA-kaxA/vakwan-POvakwan
vilambawaH	vilambawaH/aSIGrawaH/xerI_se/vilambapUrvaka/xera_meM
sirPa	akelA/akele/kevala/sirPa/mAwra/KAlI/KAlI/basa/nipata/mahaja/sirPa/wanhA/wanahA/ekAkI/ekameva/ekafga/ikelA
KAsawOra_para	viSeRakara/KAsakara/KAsa_wOra_para/KAsa_wOra_se/KAsawOra_para/KAsawOra_se/KAsawOra_para/KAsawOra_se/KAsakara/viSeRawaH/viSiRtawaH/muKyawaH/viSeRa_rUpa_se
corI_Cipe	gupwawaH/gupacupa_rUpa_se/corI_Cipe
BUwa_kAla_meM	awIwa_meM/pahale/BUwa_meM/BUwa_kAla_meM/pICe/piCale_xinoM_meM
samIpa	pAsa_meM/najaxIka/najaxIka/nikata_meM/karIba_meM/samIpa/nikata/pAsa/karIba/karIba/sannikata/najIka/muwwasila/arvAka/avixUra/Are/AsapAsa/Asa-pAsa
prawipala	prawikRaNa/pala_pala/pala-pala/prawipala/hara_kRaNa/kRaNa-kRaNa/haraGadI/hara_GadI/prawi_kRaNa/kRaNakRaNa/anukRaNa/CinaCina/Cina-Cina/AKana
Age-Age	Age-Age/Age_kI_ora/sabase_pahale
wigunA	wigunA/wInagunA/wIna_gunA
beKatake	niSciMwawaH/ciMwAhInawaH/beKatake/nisafkoca/niHsafkoca/nissafkoca/beXadaka/safkocahInawaH/beJiJaka/beKataka/beKatake/behicaka
beKataka	nisafkoca/niHsafkoca/nissafkoca/beXadaka/safkocahInawaH/beJiJaka/beKataka/beKatake/behicaka
datakara	bahuwa/KUba/KUba/badA/jyAxA/jyAxA/aXika/kAPI/kAPI/kadA/jamakara/datakara
agara	yaxi/agara/jaba
waWApi	Pira_BI/waWApi/waba_BI
IsA_paScAw	IsA_paScAw/I_pa/edI/IsA_paScAw/IsA_paScAw/I_pa/edI/IsA_paScAw
wanika	jarA/jarA/jarA-sA/jarA-sA/rawwiBara/WodA/WodA-sA/WodA_sA/wanika/yawkiMciw
karIba	pAsa_meM/najaxIka/najaxIka/nikata_meM/karIba_meM/samIpa/nikata/pAsa/karIba/karIba/sannikata/najIka/muwwasila/arvAka/avixUra/Are/AsapAsa/Asa-pAsa/anxAjana/anxAjana/anxAjana/anxAjana/lagaBaga/wakarIbana/wakarIbana/karIba/karIba/karIbakarIba/karIbana/karIbakarIba/karIbana/anumAnawaH/anakarIba/anakarIba/waKamInana/anxAja_se/ukavAz
agala-bagala	Asa-pAsa/AsapAsa/agala-bagala/agala-bagala/AjU-bAjU/irxa-girxa/adosa-padosa/pAsa-padosa/pAsa_padosa
